,Movie_Title,Storyline
1947,1948. Golden Kamuy: The Hunt of Prisoners in Hokkaido,"Set against the backdrop of a sleepy town called Lonpur in Bengal in the early 1990s. Shekhar meets Jayvrat Sahni, who becomes his housemate due to a twist of fate. The duo end up solving mysteries across East India."
1948,"1949. Love, Courage and the Battle of Bushy Run","When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe."
1949,1950. Diplodocus,"Junction addresses the modern day opioid crisis in America, and asks how did this happen, from three different points of view. The CEO of a pharmaceutical company, a doctor, and a patient."
1950,1951. Monster on a Plane,"While attending a festival to commemorate the original zombie attack, Ash and her friends encounter the living dead and must fight back or be devoured."
1951,1952. Peg O' My Heart,Yolanda Saldivar grants first English interview in decades from prison on her relationship with Selena Quintanilla-Perez. Saldivar and Quintanilla-Perez family members provide insight on their bond.
1952,1953. The Windigo,"Crime series actress Hadley Warner retires to a small town where she encounters her first real case. Using her TV crime knowledge, she teams up with Detective Shawn Caden to solve the case. Starring Lyndie Greenwood and Luke Macfarlane."
1953,1954. Zorro,"I could never go vegan. Five words uttered around the world by many a non-vegan, but why? On a quest for the truth, a filmmaker sets out on a journey to find out the leading arguments facing the vegan movement, and if they're justified."
1954,1955. American Godfathers: The Five Families,"Five days before Christmas 1984, 12-year-old Jonelle Matthews vanished from her home in Greeley, Colorado. Her face was among the first to appear on milk cartons in an attempt to find her, but the publicity did not lead to her return."
1955,1956. The Fortune Hotel,"Cathy encounters Michael, her brother's murderer. She stalks and harasses him, bent on revenge despite his reformed life. Her obsession escalates as she psychologically torments him, blurring fantasy and reality in her quest for vengeance."
1956,1957. Jana - Marked for Life,"Gandhi is a hostage negotiator, field agent, and spy working for the Special Anti-Terrorist Squad (SATS). After years of service, he is called back for a critical mission that sets him on a dangerous collision course with his own past."
1957,1958. Unlocked: A Jail Experiment,"Mrs. Garcia strives to give daughters Valeria and Mar a better future, shielding them from poverty. She'll stop at nothing to see her dreams reflected in them and enforce high standards even if the cost is her daughters' happiness."
1958,1959. Saint Catherine,"The POstables are back identifying the intended recipients of a trio of dead letters which have a surprising, personal impact on all of them. Stars Eric Mabius, Kristin Booth, Crystal Lowe, Geoff Gustafson, Rhiannon Fish."
1959,1960. Séance Games: Metaxu,Two brothers in their 20s go to their parents' house for dinner every week and somehow get over it without physically dying of embarrassment.
1960,1961. Seré breve al momento de morir,"A novelist escapes to her family farmhouse to write, reuniting with her former crush, a carpenter rebuilding the town. Sparks fly as they collaborate to revive the Christmas spirit."
1961,1962. Previously Saved Version,"What if fascinating traditions from world history were still being practiced today? ""Anonim"" humorously explores this intriguing concept."
1962,1963. Malta,"Saeko falls into deep despair after her boyfriend Yusuke dies in a car accident. A few months later, she meets Naruse who received heart transplant from Yusuke and now he feels something for Saeko in his heart."
1963,1964. The Magic of Lemon Drops,"Derek takes a job at a tech firm, developing an AI sex doll named Susan. As he explores the boundaries of desire, pleasure, and pain with Susan, he confronts profound questions about humanity in an uncertain future."
1964,1965. Shekhar Home,"""FLUXX"" is a mind-bending multi-genre film centered on an actress determined to rescue her famous missing husband, despite unable to willingly leave her Hollywood Hills home-trapped in a reality warping time, memory, and her own identity."
1965,1966. GTMax,"Follows 3 roommates on their hijinks, ridiculous adventures and shared love of wacky nonsense."
1966,1967. Junction,"Peter Lum, a football star, lives an ideal life in Cronulla until a diagnosis links his concussions to a brain disorder. Unable to accept it, he tries escaping through pub nights but his ex-wife and son know the game caused his downfall."
1967,1968. Festival of the Living Dead,"After escaping the murderous clutches of her half sister, Simone, Monica gets a fresh start in Seattle as the host of a TV show. When amnesiac Simone sees her on TV, her memories come rushing back, leading to a reunion between the sisters."
1968,1969. Selena & Yolanda: The Secrets Between Them,"In 1908, an outlaw returns from years of hiding in Mexico to claim stolen gold hidden in the hills of Montana."
1969,1970. CrimeTime: Freefall,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble."
1970,1971. I Could Never Go Vegan,"The life of a woman named Farah. After officially getting married and having the status of a wife, Farah was suddenly possessed by a dark power until she slowly lost control of herself."
1971,1972. The Girl on the Milk Carton,"In the aftermath of the Russian invasion of Ukraine in February 2022, a witch from Konotop seeks revenge on the Russian soldiers who killed her fiancé."
1972,1973. Dead and Buried,"A washed-up stunt director is struggling to find his way in a changing industry. He risks everything to stage a comeback, while also attempting to repair the relationship with his estranged daughter."
1973,1974. The Greatest of All Time,Seishiro Nagi before he enters the titular Blue Lock facility.
1974,1975. Las hijas de la Señora García,Two brothers attempt to save their failing office moving company and get an acquisition offer from a global logistics firm
1975,"1976. Signed, Sealed, Delivered: A Tale of Three Letters","Centers on true happenings of Nevenka Fernández, a young woman in 1990s Spain who courageously reported sexual harassment by her employer. Her tenacity pioneered the fight against workplace misconduct in her country."
1976,1977. Dinner with the Parents,A 38-year-old woman and an 18-year-old man Reyan and Uzer. An extraordinary love that happened despite everything in a coastal town in the Aegean.
